,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12
2023-09-12,0.0057464565841064885,0.00548140316386675,0.0032052959433152887,0.001685086401312715,0.0006117857365851083,-0.0008370207347583478,-0.002945837365453981,0.0016529274089414768,-0.004894078783179186,-0.006439505929832018,0.014220228905781587,0.00036188619715451695
2023-09-13,0.0012754415845317518,0.002061614193527061,0.0071147081897339915,0.00768518828681728,-0.015194632732787643,0.004325898989560939,0.004493582535356676,-0.00031557062796777906,0.013052479702544561,0.006663100378882096,-5.5869959228193624e-05,0.00026843839805449233
2023-09-14,0.015818559378426578,0.015973320300670227,0.025612757275630033,0.017728651810187554,0.02486948362488252,-0.0024390402230816937,-0.008309170442190103,-0.005039449955404048,-0.004912698916400588,0.0018607353224126522,0.0028048326142606364,0.00021953722263721385
2023-09-15,0.01287426063295637,0.030505101112734825,0.031176558367995866,0.017815759755714367,0.04055746855321339,0.005647099239369278,0.006475219640082645,0.0030901764042190853,-0.000787211174527284,0.006188205243296393,0.01787112990108129,-4.671601533971908e-05
2023-09-18,0.0072061333516811755,0.019373150443868368,0.015387576886938622,0.018612294137283526,0.0034056219366826396,0.003807135000591608,0.008435453929596813,0.008188241245595657,0.005474469038299426,0.010856809414409075,-0.004298574373727061,-7.222662563534434e-05
2023-09-19,0.003370227670795797,0.0165850513008225,0.0036837734517793518,0.01130655242867994,0.006823115832197315,-0.004021699129563721,-0.004278292759093394,0.004299559235924106,-0.003285316588486523,-0.01685473774884423,0.004377884473152048,9.21193239895741e-05
2023-09-20,0.012312574568641774,0.002785611187858724,0.008434951479647226,0.0013499095416911573,0.014056850631326655,-0.0008273496993408989,-0.009377758902292496,-0.005588435381272053,-0.007702246006522905,-0.0036364066869626565,-0.010872800101732069,0.0005253225093972649
2023-09-21,0.0030238652525510367,-0.0027898034442097193,-0.022268708280976244,-0.003965294095761775,0.012113020166529601,-0.003998299647022661,0.004903315380912587,-0.002592513666536682,-0.000493078192957862,-0.0005792292048994148,-0.003809855642069567,0.0007020346443378537
2023-09-22,-0.004139881530495561,-0.011375999150838255,-0.0056105902597960245,-0.008715757986113114,-0.0059489024243519996,0.0010076185787290964,0.0035138003042189123,-0.0004890799249074133,-0.0033397111292945265,-0.009215872463864567,-0.014867229830356196,-0.0005279468596040577
2023-09-25,-0.016273636924026134,-0.013143915658557112,-0.016794596668549957,-0.010379175795475974,-0.026804094780206997,-0.0005033887153372363,0.00829846423498545,0.0009837035347738583,-0.000570899975370302,-0.003266146408080559,0.0010870394747345853,0.0015877934959062717
2023-09-26,0.022269667851313908,0.011648704972905719,0.03609504268605447,0.016152353397582895,0.028729081167021345,0.004729318686619726,0.0037066431876536738,0.00321300644773911,0.003690279596286697,-0.015169655091243782,0.004534259960508462,0.00046153931985716047
2023-09-27,0.008979311138280354,0.019049637397863063,0.014730170377207672,0.015357182896611228,0.007040511010523483,0.0028661186818027037,0.004380824974618917,0.003827768116983788,0.004330358626414542,0.022874734645116735,0.025597027519984702,-0.0003139009181634705
2023-09-28,-0.0016599262955044765,-0.006103771114817542,-0.003756641805912223,0.00018334511243199363,0.0042787614179785865,-0.00260389538794299,-0.002063230130496257,-0.004822990085555796,0.00701086817266298,-0.011618321219842116,-0.0034658214393879175,-0.0013310264660545343
2023-09-29,-0.011580700625696154,-0.005926388232758492,-0.007881902084805548,-0.0012229478426236799,-0.012159346805155295,0.0018240572412965954,0.010467400885412221,0.003756023725817536,0.010065450549962487,-0.0021176923856251547,-0.00635312418684632,-0.0008037391007129158
2023-10-02,-0.0013622982375159772,-0.002273788205060413,0.018338912770871275,0.002414624472921886,0.009860541346906768,0.0025561705627143894,-0.0010502447265897104,-0.007400023123165702,-0.0019311706423504145,0.008891310871648109,-0.014779993478107354,-0.0002591031871827014
2023-10-03,0.004722689785258053,0.013508039257388646,0.013899878102932868,0.012972802201940668,0.011006986745037797,0.0021604443203811726,0.0033726011843982625,-0.005147947904031081,0.0067031710712645255,0.009840992803090092,0.008401380414009275,-8.570625266937504e-05
2023-10-04,-0.005892714696112268,0.0026319419243777645,-0.003309344732408516,0.0008565757173318405,-0.010165695920320315,0.006883009894103361,0.01445323650499326,0.011652949511602556,0.012971213730133494,-0.004283303868973907,-0.008813468055689572,0.00012433751526965856
2023-10-05,-0.004317330642118026,0.011681853850468174,0.010534393317867853,0.005468957903478451,0.003651176802565471,-0.0007903269681862092,-1.677264599311113e-05,-0.0066506434334646,-0.0032808948469919305,0.002718169849462359,0.03483548426300272,-0.0001291407784936105
2023-10-06,-0.004313150126982334,0.002872033338482672,-0.01349597292301085,0.0034736121051812557,0.005174975757869299,-0.006632684591162957,0.004930655951621356,-0.0049633802625905395,-0.004881897979366053,-0.009948641680084311,-0.0027536568325282535,0.0004982199648261886
2023-10-09,0.001904272204231193,0.0011666158468565952,0.0054272118153536695,0.00758887327253896,-0.006722871876168377,-0.0013676190695227867,-0.0012901737789893844,-0.0009172257291746509,0.00215801955610356,0.011778719216563316,0.0036400168950414275,0.000699562840696717
2023-10-10,0.01209214315525907,-0.000304552785465111,-0.0021270558117200567,-0.0024225806648730443,-0.0015254320474332637,0.008851963506794598,0.013911559207544257,0.004493285455924748,0.016897224061330002,0.001975180994276733,0.027165128425142276,0.0004325308521935686
2023-10-11,-0.006875411216902971,0.0015848723543196983,-0.010176046909705336,-0.004871305062781336,-0.012130383752722391,0.002483457609580147,0.0018849194583825785,-0.0004858516465160703,0.004559612375501171,0.010203467392342638,0.010190851933992384,0.0011698828381264724
2023-10-12,0.0137393785399228,0.017126781369005962,0.0008614702221958637,0.014364397139753035,0.013296008351407393,-0.0036664784591805724,-0.0022093434461248123,0.003418418778390602,-0.0006155685326579075,-0.013608596401172983,-0.004731248182186674,-0.0004549907746705553
2023-10-13,-0.004804003448182204,-0.017887062495784287,0.003640737659549944,-0.008996082749906941,-0.004854320762848024,0.006139346456971593,0.011893492987995774,0.0032700940838543088,0.007146075396113793,0.016521755614454063,0.005985311714247192,3.1710196179674834e-05
2023-10-16,0.004069784728595957,0.0038872492192486654,-0.0005515558416274481,0.007006686436812115,-0.0037579364091042517,-0.002345309017800575,0.0055968574739407185,0.004841904994503895,-0.0015299461594969652,-0.010665493728955654,0.005667814690396351,-7.174040914083895e-05
2023-10-17,0.008566149553738212,0.013165661880797852,0.011071489261455333,0.008407321384710608,0.005870210913920881,0.0022434666544885037,0.0023605852648965918,0.007389591411921133,0.0002307494254747782,0.006077103702675593,0.02239610492783074,-0.0002670520240626057
2023-10-18,0.00026168150009591253,0.0029894677792201025,-0.01129728222077646,-0.00617477484027265,-0.0029782394122817813,0.0012560780398317498,-0.0006520599780492378,0.008003225442496481,-0.0029993581515758484,0.012419482988464953,0.010549211026200364,0.0003991150344324028
2023-10-19,0.011325419642423864,0.007604832570744559,0.019535161417440616,0.013225661460436796,0.007468103538637166,0.002766644444780663,0.012139009646353192,0.015485499405658638,0.0032524409663268325,-0.006977268616900108,0.016205498118935898,0.00028789166080956166
2023-10-20,0.016185537324463005,0.01916723894861985,0.023966425229112322,0.011562035970994203,0.011087947107237664,0.007215039940418598,0.0005769768242182896,0.005931709670775422,0.004086000082334704,0.011546603090290982,0.022654939933233472,-0.0002525756298740547
2023-10-23,-0.003539386086067739,-0.018936093975983528,0.007206432124252752,-0.003200694598492536,-0.005648419428119702,-0.0032777949367875656,-0.0026097358598767984,-0.005540009112508881,-0.0056634815720049345,-0.00019026038508804938,-0.009568284903991968,-0.0006978261991565305
2023-10-24,-0.003089685671687449,-0.002041935922957809,-0.0010203990191970384,-0.002150699793216378,-0.002723162894634134,0.001824535872713209,-0.0017754347667365458,0.002066677015862716,0.0019972160045403317,0.016509423076701196,-0.0075279872826576845,0.0010025343529941294
2023-10-25,0.02176712750654514,0.025736897854796267,0.02677976711003408,0.01981372685354243,0.04974686303796516,-0.0005019132439125017,-0.009055876406199209,-0.007133123425955411,-0.004990379920207108,0.011363031644627066,-0.012861904482374772,0.00048436811689228437
2023-10-26,0.002636040773661516,-0.005970054006884825,-0.0018866982985716529,-0.010430767361096892,-0.0069555552490937434,0.002299553223331897,-0.009904712175324916,-0.003564457343667897,-0.005741341812968369,-0.014723666291320369,-0.02169430168576156,3.471710241861009e-05
2023-10-27,0.014994841349747795,0.00750224732198616,0.01719908068757623,0.015489372883418919,0.011081544397390107,-0.0028933518592844285,-0.00881963482195788,-0.003897653884698272,0.002611988281087724,0.0016650687200094382,0.0011539127980417113,-0.000101552075957368
2023-10-30,0.013242941331088868,0.022902513027212034,0.006462147822658315,0.011240654071054386,0.02857992291655149,-0.0005328221973740406,-0.008235632171841017,-0.009683710429433251,0.0018584488219414714,0.023342265904584145,0.022622691370139707,0.0003852866903266719
2023-10-31,0.00165227123411881,0.0001512876902998493,-0.0063169195088069565,-0.0014979883010028674,-0.009895090040114645,0.0023755767749383924,-0.00028877119023169097,0.001286967169762193,0.0072289532707169,-0.007225854313626713,-0.006794100926983463,0.001080250844021103
2023-11-01,0.008408360303757335,0.0010588755930952991,-0.007922473661313533,-0.0033552737881058664,0.02332907182797066,-0.0013940617315575372,-0.00503024366955344,-0.0037222600528580016,0.003859941338531274,-0.004277739715343501,0.005345393191319954,5.973094301079094e-05
2023-11-02,0.0007501685072881484,0.0038480702880928793,-0.00866521781464552,0.0003609548830226222,0.010482986691188141,-0.0002898372516219745,0.008071772084688573,0.002397028772415696,0.0016525794031374405,0.006405537496762307,0.010844407387882758,0.0006041386583562678
2023-11-03,0.001089293945055412,-0.00852573556653251,0.010609362778194633,0.00010654451168883841,-0.007579090069628073,-0.002728465241904616,-0.006130219581753162,0.004081535101806553,-0.005814529058679882,-0.0027450271142831187,0.012812345926146246,-0.0008201132616598852
2023-11-06,-0.012980853581969433,-0.014782176109217213,-0.015987976606768546,-0.015516671228957456,-0.015089014422375245,-0.002572361488396102,-0.009463064813616306,-0.007689453858376272,-0.007957497745428655,0.005446138750428325,-0.015268313041646608,0.00024157070077417337
2023-11-07,-0.0015774704672429044,-0.008522504487772625,-0.01099488304764605,-0.014722790204483053,-0.02045411768156208,0.007817041791325644,0.01267340690085229,0.011426695632989975,0.004389133525592613,-0.006832564343390232,0.022037271053748343,0.0004863645218537248
2023-11-08,0.010604548339077704,0.007954237361324596,0.020963071649644543,0.020716397889220514,-0.006789221573588521,-0.0018206538136748,0.0009022822824544756,-0.003225607676308551,0.00380301786181292,0.0002561667061053164,0.006122028619053217,0.0003507267995214934
2023-11-09,0.005073338909887778,-0.007290608588567483,-0.017525669798441026,-0.008464140977082497,0.0024497101416440293,-0.003004412019854177,-0.0030324739749717578,-0.006009849316529499,-0.006861724598877361,-0.0011056534108992708,-0.012585298732048038,0.0010113314553476342
2023-11-10,-0.00669631503627477,-0.016996428151249035,-0.007613202398981794,-0.01638468350611301,-0.0219142961942198,0.003171997687844996,-0.003412935191245024,-0.002817247107781969,-0.0037413929389001704,0.00260054956643254,-0.009877536387745398,0.0006980066671825624
2023-11-13,-0.0024634373391710152,-0.008264722914047186,0.00357628492915279,-0.005995833309577027,-0.002095961730108695,-0.0010319684083237904,-0.006258398107888681,0.0036779651624994874,-0.006506692259623986,0.0013555670461086113,0.0018498251217465638,7.047376439040491e-05
2023-11-14,-0.009336353954492817,-0.009239286500587278,-0.011837629575110451,-0.009967513871523528,-0.010143897223617394,-0.005103865252837945,-0.008775591735251964,-0.005022277003294902,-0.013477725351011475,-0.005923412783972105,-0.013134903412010717,-0.0006482528235639221
2023-11-15,-0.0017282306521760622,-0.0033958006368704032,-0.005992270415577014,-0.004061505349928428,0.0006540607502000259,-0.0004877557699572197,0.0025773019884171838,-0.0013643288852569126,-0.0010015437195668082,-0.003002105609673211,0.005600836129270052,-0.0005702838078059418
2023-11-16,-0.020796174855195998,-0.014162449748565089,-0.006890267140413324,-0.021825053244870486,-0.028566617650244677,0.003225648071574918,-0.009214579747775712,-0.006994658801576052,-0.002163465294582534,-0.00246925274783175,0.01685784691833228,0.0011239083008340142
2023-11-17,0.003290225767485894,0.013792572972541058,0.009218579133154827,0.0067210540248899,-0.013992098461199379,0.004408089521852497,-4.2576429316105595e-05,0.0037541483091295715,0.001722814778522696,0.0010675540604945767,0.011447209062293316,5.772738761251141e-05
2023-11-20,-0.0005790193055813693,-0.007282116187798947,0.012728500717731673,-0.001568252583644732,-0.001153307000507732,-0.0003108032423063895,-0.005731308862208225,-0.0012168836800385396,-0.009639795346324392,-0.01943881984576693,-0.03296748882386663,0.00012460107795624412
2023-11-21,-0.004647466346365961,-0.008271857485871389,-0.012183175115553252,-0.004995600236983395,-0.0025157330242358248,-0.003943020177835495,-0.0034017986659503757,-0.0025451033720126936,-0.0022652180914192804,0.0242834072684368,0.010421104782753925,-0.00010622855981202992
2023-11-22,0.0032467610600907756,-0.0035268319731247035,0.00199641493450069,-0.008857216272770432,0.006662735072706635,0.004984341608146757,0.0038557193797566364,0.008378994877340961,-4.194027264487187e-05,-0.011109090631631086,0.006413506881276026,0.00015791060343423147
2023-11-23,-0.005100927071350455,-0.015212322909432514,-0.007864841678457074,-0.008629639319956823,-0.021619216622499448,-0.00028427628334899756,-0.008919590476173604,-0.007055429837543975,0.009998922365902116,0.002273805071994386,0.012138593903850092,-0.00022436191297201677
2023-11-24,0.003079355100904553,0.000385476647589997,-0.0016488426674225478,-0.0036159569084116268,0.0019814848308113246,0.0006178401740965112,-0.007951082446182148,0.0009220640127368908,-0.0031665781754238146,0.01349493861431672,-0.004485574685175018,0.001156228258398245
2023-11-27,-0.02052454543589264,-0.019737337802323923,-0.02794343094311149,-0.026561454578471224,-0.022107128667459543,0.00020530610859894932,-0.0005950145923586313,-0.00536551684082886,-0.004857931283297963,-0.009492067812245212,-0.0005609681982451605,0.0008921509800824185
2023-11-28,0.002345120197066752,-0.007233895697687163,-0.0072244304657283565,-0.007092216960488608,-0.0058184458877175394,-0.005266212238515038,-0.008383327871691888,-0.002460647556424054,-0.011786806068191364,-0.022868592043413228,0.002021278913531966,0.00039870472717834743
2023-11-29,0.0023532642807346377,-0.0006442360875711446,0.00031962008657902184,0.006067869445982459,-0.005703737895624204,0.0030815948311110823,0.01157744750037887,0.003028529936682502,0.011571086964756177,-0.0018378765498482036,-0.006679406899357774,0.000664766246831867
2023-11-30,-0.007075381863238292,-0.0070277619344477574,-0.007697898449301439,-0.016735375718682135,-0.0034090060667749883,0.006849965764518687,-0.012382995251679471,0.005308362498458497,0.009553782896621607,0.003257296507640585,-0.01880528038579128,0.000476065711932233
2023-12-01,0.003334828283879077,0.012250205120056206,0.025599296397383443,0.018820086928522047,0.004694321745034182,0.003128111590720326,0.00835535452552376,0.009883346782210894,0.0041049503117411125,0.016557481715258227,0.0006691827590183882,3.805510458699984e-05
2023-12-04,0.011472854683616324,0.01625497303418938,0.010993584628643291,0.013519279034399643,0.018170927753305508,0.00020742608000090583,0.0042852246897022595,0.007337869474849399,0.0026762586888289704,-0.0034115297946915733,0.015930582943117323,-0.0005065386547769581
2023-12-05,-4.057466475921402e-05,0.008585455087590505,-0.008919598087761308,0.0046578830481370185,0.010933321012336048,-0.00336923874212723,0.0004148821473075886,0.001487748605751448,0.0005231302576715062,0.015772530723092534,0.011538967128643666,0.00036825466232748646
2023-12-06,0.003931468091094076,0.00970550099185929,0.005546493338760393,0.010802286550497133,0.009006699652485633,0.0033956522910083622,0.011894389746136845,0.009344402040818814,0.007305079154009366,-0.002092846681354708,-0.017887055860426646,0.0006551610748397778
2023-12-07,0.005633048826631244,0.010231204592841282,0.00844206969627345,0.010347685029554892,0.006197961397314059,-3.979844074285065e-05,-0.0008615748264008843,0.00616816208374585,0.002060044801381486,0.009215518263948267,0.0024312099232061493,0.0010443729868138284
2023-12-08,0.01113409890163707,0.019621951807547406,0.015566522995727645,0.014625291742510073,0.01874946167066455,0.0005166501352516431,0.0042674561712981,0.0010409131573802,-3.469424432174284e-05,0.0040451732111245085,0.026918320851775847,0.0005255696948987567
2023-12-11,0.003248686386995985,0.005349768845554354,0.0017146077976931272,0.009787957138466825,-0.008287704958898589,0.0010983900947990604,0.005439834053395571,0.004970580690502621,0.010113556149782241,0.018205018355608223,0.017141555484187103,0.00012172752520999222
2023-12-12,0.0055942256848693145,0.0021390157329292114,0.017424275761457886,0.010387530692178883,0.003073506093546032,-0.0004175571899159655,-0.005054010890657706,-0.0032115317434420225,0.0029249033139357107,0.0007058617229286912,-0.0075301520282096005,0.00044927662117709313
2023-12-13,-0.010347774766665358,-0.00973667913314012,0.004502741559569035,0.0014156760722155988,-0.015330644929619571,0.0031416905624004677,0.01891753202641508,0.006165668544996511,0.005983199183221042,0.004813056479208242,0.006754625516053824,0.000387300350991661
2023-12-14,-0.019017137635772653,-0.016739336597265234,-0.012595164442830091,-0.01527931076012568,-0.01494760788511458,0.0005843623098580166,0.003069148142611603,0.0003811346310875126,-0.0055163607340382595,0.011242095804358298,-0.013060055173904427,-0.0005575491200182661
2023-12-15,0.008168053686075287,0.01801180541515625,0.024000696211616778,0.023793355193267175,0.01059538941724002,0.005829215441249919,0.02183262675608961,0.010557071587250009,0.014002270350333263,0.004692150523967721,0.011699339189871809,0.00014778649929975208
2023-12-18,-0.00040970364737960633,0.007450843291003544,-0.0018805855216903697,0.0003168153162173479,0.003417055887423522,0.001349534489571125,0.005125763240326139,0.006284863272394831,0.0018321499223437408,-0.00013498168490159497,0.02495989932243232,0.0009332598559160011
2023-12-19,-0.00028939294695756143,-0.006159027452784611,-0.00815433837769455,0.004218575814536267,-0.002697827329338877,-0.0027449841990295227,0.0036332568409322115,0.0031373163191595974,0.006468285354931094,-0.0036167497328766607,-0.021225020498448925,-0.0003721663153129041
2023-12-20,-0.00854176519252922,-0.008684644656278452,-0.0008562234220335597,-0.009482072442067243,-0.010039584140016423,-0.0016912193256854982,-0.009338713850900645,-0.006063179022903226,-0.01036062564500465,-0.011785640630744814,-0.013452784059344039,-0.0004939097501603315
2023-12-21,-0.001800574510644528,0.005433802724670062,-0.0027749223924207014,0.0009962590526012077,-0.004911784888293048,0.0007747225557203796,-0.008985427397090049,-0.002900008914395257,0.009124533981206478,0.005600103613826184,0.006883009924609095,-2.2582215422532157e-05
2023-12-22,-0.021186522780523017,-0.010930690017290566,-0.013231102694003915,-0.014150869461909913,-0.01298709750901208,0.0023078667339933444,-0.002869446066631888,0.0034204846771966734,0.004185215321156195,0.008024770322022054,-0.017573289047799267,-0.00018124041154227613
2023-12-25,-0.0075318286426447395,-0.0034068469814604744,-0.006917132672677273,-0.0028300550902770573,-0.011678444674372837,0.0019657113697311816,0.007132955992344734,0.0011017690556682739,0.005555784345998382,-0.011557475021412236,-0.007479414868510319,0.0001986421121501897
2023-12-26,-0.009175097697249838,-0.018459087483002456,-0.017111156847616164,-0.024441225180609323,-0.02738219407811623,0.0056414602963401365,-0.0012335771931276432,-0.0049192971363072185,0.0017203421200628292,0.012116674885649006,0.02140194397069453,0.0012915650647513301
2023-12-27,0.008233420224809456,0.0033640805728386933,-0.002191851574187884,-0.0047294593229195245,0.0027845475683666195,0.0015769884471631649,-0.004351545947622536,0.0008828308559373769,-2.3579702393456683e-05,-0.0014474346088231402,0.026941467812466775,0.00042866466329484737
2023-12-28,-0.009152803037369796,-0.005254112731850723,-0.017230107057436092,-0.012475752076017352,-0.004669793402934747,0.0007495999666155042,0.0010329433773746718,-0.004620784451512076,-0.0037237160917411353,0.011277386972928525,-0.002771626957706708,0.0007947641779003161
2023-12-29,0.0028616555891878784,-0.010593904298303933,-0.004057257930877178,-0.005606907097100956,-0.0032594877482946677,-0.003012398514903753,-0.017180973047912534,-0.010714388850033969,-0.004367725285521002,0.0017657535571355817,-0.032514473022520134,6.496847241768117e-05
2024-01-01,0.0056833539502114125,0.014092145966558119,-0.004245016058367851,0.00912914808681714,0.007823335897492229,0.0015956276962113525,0.0035767700915722324,0.012562949690995957,0.015877833260095137,-0.005507616862250256,0.013597192049537923,-0.0007016540541524326
2024-01-02,0.019701337956629077,0.022524540905954963,0.02824410181091181,0.029524687295044698,0.021631584251644197,0.0021375110824683567,0.010171458993777981,0.002655050058242017,0.008783439923630594,0.021476336315523314,0.012553216685168345,-0.00025638532144534086
2024-01-03,-0.0018919575142742596,-0.007903078265570443,-0.0021384118527401413,-0.007858391446562307,-0.015434250487297425,-1.0634903039051584e-05,-0.005020178498152277,-0.00191436345364041,-0.004860292305891952,-0.00040867880631524574,0.00995721994205558,0.0011086457105855339
2024-01-04,0.013948198115132492,0.012575002445086407,0.013747021443937964,0.0029764993990039736,0.019109814834305777,0.005833264599538572,-0.002392637074714131,0.003360393907631681,0.003707443357540106,-0.018587356213563576,-0.0033735847018029077,0.001119793797998911
2024-01-05,-0.00012602897461357152,0.007492107559545356,-0.011292365623213478,-0.0018071070313177395,-0.011621358388489053,0.002036770795587509,-0.0014023478751547468,0.0034702725582336775,0.0040198653084883625,2.6772020335741277e-05,0.005778925501349933,-0.00013310665156490852
2024-01-08,-2.148646841101568e-05,0.005952027395582266,-0.004256818957203643,0.011302315792873547,-0.004632504597837698,-0.0020506331278315887,0.004626810125176644,0.000950992983201648,0.00890414420230934,0.009494754024389408,0.0002468815465889446,0.00013145222027096656
2024-01-09,-0.017769339157679837,-0.01840409882940951,-0.03138795009135539,-0.021679484988522096,-0.00025855076300800245,-0.0038765322973049834,0.0029390805605398517,-0.0011240523288227667,-0.005680575320064724,-0.008729457569359845,-0.008433726279563854,0.0001725239327895553
2024-01-10,-0.007031420480664799,-0.010870703226101876,-0.017869392397302144,-0.009698682825434202,-0.0005812192868099551,-0.00629662089127496,-0.010475537487238335,-0.01147346260769631,-0.0020422979848566856,-0.002888046639273429,0.0002890737974330377,-0.0004556837679314563
2024-01-11,0.018374543579014076,0.014199160652340908,0.01580678830171466,0.018598976087944172,0.04666368518543065,-0.006765207007247265,-0.0054337448709257585,-0.011605158410165019,-0.0014836409613578757,0.0056209001842080055,0.008494320601961449,0.00065424068222347
2024-01-12,-0.007137898719692703,-0.011498958143940013,0.0018768189034121595,-0.0013241702776864194,0.004026573924727956,1.704843449553664e-05,0.007091838366816479,-0.0035197172232990727,0.0007507163989119128,0.007042817010025356,-0.01911588349444577,-0.000856505355504719
2024-01-15,-0.008698878655974386,-0.014676183314079657,-0.002835135595543009,-0.016462601021268133,-0.013496965621813899,0.0036267861992205276,0.004649588572747522,0.005594139099986564,-0.005760681855076171,-0.015285524028103858,0.003996034207742418,0.0013220865001757065
2024-01-16,0.005794273694437861,-0.013730506801712849,0.001796097180013401,-0.0014720374891293905,-0.008988720206528165,-0.0055853196747718,-0.007571612808710134,-0.004217040713823029,-0.01143847342815363,-0.022338951484444973,-0.0223763287834368,-0.00035656534125003885
2024-01-17,0.0011618230906785942,0.0021193311805816134,0.006204522238159973,0.007587262988129617,-0.007501281320731521,-0.002312873092494098,-0.008819199561292424,-0.005877837121935426,0.0022565631149627672,0.009815351051147269,-0.0015604510312205444,-5.315197840572182e-05
2024-01-18,-0.017237959332333814,-0.012051881237138644,-0.009932395153613686,-0.005577592796861306,-0.012510807454261946,-0.0015056893071963597,0.009876247881914588,0.004976033361507482,-0.001871536506898721,0.01929481492497682,0.00190419367619471,0.0006562913786061749
2024-01-19,0.002876390965916664,0.024968758566775114,0.019197885848644205,0.016881305488250106,0.022382527379012633,0.0032356960473780222,0.0015403061810538245,-0.000842363609292731,0.008539965005191887,0.002926026070069438,0.006594575500407827,3.5423319806575376e-05
2024-01-22,-0.0032849759055530825,-0.0037333099895399662,-0.004207647245138882,0.0007354979435003054,0.007752497603747286,-0.00691362819658873,-0.002222024944803931,-0.003916717016140876,-0.004739239860895207,-0.0186655871092741,0.00025508382909555704,0.0013099975564973532
